img_id,svm_cls,svm_name,svm_conf,yolo_cls,yolo_name,yolo_conf,agree
biodegradable1001_jpg.rf.7903fa84ae12e27e6ee0149bdeeb1876,0,BIODEGRADABLE,0.999,0,BIODEGRADABLE,0.836,True
biodegradable1001_jpg.rf.7903fa84ae12e27e6ee0149bdeeb1876,0,BIODEGRADABLE,0.9947,0,BIODEGRADABLE,0.8352,True
biodegradable1001_jpg.rf.7903fa84ae12e27e6ee0149bdeeb1876,0,BIODEGRADABLE,0.9996,0,BIODEGRADABLE,0.8347,True
biodegradable1001_jpg.rf.7903fa84ae12e27e6ee0149bdeeb1876,0,BIODEGRADABLE,0.9997,0,BIODEGRADABLE,0.8332,True
biodegradable1001_jpg.rf.7903fa84ae12e27e6ee0149bdeeb1876,0,BIODEGRADABLE,0.9999,0,BIODEGRADABLE,0.8305,True
biodegradable1001_jpg.rf.7903fa84ae12e27e6ee0149bdeeb1876,0,BIODEGRADABLE,0.9996,0,BIODEGRADABLE,0.8272,True
biodegradable1001_jpg.rf.7903fa84ae12e27e6ee0149bdeeb1876,0,BIODEGRADABLE,0.967,0,BIODEGRADABLE,0.8262,True
biodegradable1001_jpg.rf.7903fa84ae12e27e6ee0149bdeeb1876,0,BIODEGRADABLE,0.9992,0,BIODEGRADABLE,0.8211,True
biodegradable1001_jpg.rf.7903fa84ae12e27e6ee0149bdeeb1876,0,BIODEGRADABLE,0.9999,0,BIODEGRADABLE,0.8172,True
biodegradable1001_jpg.rf.7903fa84ae12e27e6ee0149bdeeb1876,0,BIODEGRADABLE,0.9996,0,BIODEGRADABLE,0.8161,True
biodegradable1001_jpg.rf.7903fa84ae12e27e6ee0149bdeeb1876,0,BIODEGRADABLE,0.9984,0,BIODEGRADABLE,0.8135,True
biodegradable1001_jpg.rf.7903fa84ae12e27e6ee0149bdeeb1876,0,BIODEGRADABLE,0.9915,0,BIODEGRADABLE,0.8128,True
biodegradable1001_jpg.rf.7903fa84ae12e27e6ee0149bdeeb1876,0,BIODEGRADABLE,0.9997,0,BIODEGRADABLE,0.8119,True
biodegradable1001_jpg.rf.7903fa84ae12e27e6ee0149bdeeb1876,0,BIODEGRADABLE,0.9995,0,BIODEGRADABLE,0.8074,True
biodegradable1001_jpg.rf.7903fa84ae12e27e6ee0149bdeeb1876,0,BIODEGRADABLE,0.9996,0,BIODEGRADABLE,0.8071,True
biodegradable1001_jpg.rf.7903fa84ae12e27e6ee0149bdeeb1876,0,BIODEGRADABLE,0.9997,0,BIODEGRADABLE,0.8065,True
biodegradable1001_jpg.rf.7903fa84ae12e27e6ee0149bdeeb1876,0,BIODEGRADABLE,0.9994,0,BIODEGRADABLE,0.8032,True
biodegradable1001_jpg.rf.7903fa84ae12e27e6ee0149bdeeb1876,0,BIODEGRADABLE,0.9988,0,BIODEGRADABLE,0.7984,True
biodegradable1001_jpg.rf.7903fa84ae12e27e6ee0149bdeeb1876,0,BIODEGRADABLE,0.9992,0,BIODEGRADABLE,0.7978,True
biodegradable1001_jpg.rf.7903fa84ae12e27e6ee0149bdeeb1876,0,BIODEGRADABLE,0.9994,0,BIODEGRADABLE,0.7858,True
biodegradable1001_jpg.rf.7903fa84ae12e27e6ee0149bdeeb1876,0,BIODEGRADABLE,0.9997,0,BIODEGRADABLE,0.7822,True
biodegradable1001_jpg.rf.7903fa84ae12e27e6ee0149bdeeb1876,0,BIODEGRADABLE,0.9997,0,BIODEGRADABLE,0.7782,True
biodegradable1001_jpg.rf.7903fa84ae12e27e6ee0149bdeeb1876,0,BIODEGRADABLE,0.9994,0,BIODEGRADABLE,0.7774,True
biodegradable1001_jpg.rf.7903fa84ae12e27e6ee0149bdeeb1876,0,BIODEGRADABLE,0.9996,0,BIODEGRADABLE,0.7525,True
biodegradable1001_jpg.rf.7903fa84ae12e27e6ee0149bdeeb1876,0,BIODEGRADABLE,0.9992,0,BIODEGRADABLE,0.7419,True
biodegradable1001_jpg.rf.7903fa84ae12e27e6ee0149bdeeb1876,0,BIODEGRADABLE,0.9987,0,BIODEGRADABLE,0.7371,True
biodegradable1001_jpg.rf.7903fa84ae12e27e6ee0149bdeeb1876,0,BIODEGRADABLE,0.9962,0,BIODEGRADABLE,0.645,True
biodegradable1001_jpg.rf.7903fa84ae12e27e6ee0149bdeeb1876,0,BIODEGRADABLE,0.9993,0,BIODEGRADABLE,0.6313,True
biodegradable1001_jpg.rf.7903fa84ae12e27e6ee0149bdeeb1876,0,BIODEGRADABLE,0.6654,0,BIODEGRADABLE,0.5865,True
biodegradable1001_jpg.rf.7903fa84ae12e27e6ee0149bdeeb1876,0,BIODEGRADABLE,0.9996,0,BIODEGRADABLE,0.5547,True
biodegradable1001_jpg.rf.7903fa84ae12e27e6ee0149bdeeb1876,0,BIODEGRADABLE,0.9594,0,BIODEGRADABLE,0.3911,True
biodegradable1001_jpg.rf.7903fa84ae12e27e6ee0149bdeeb1876,0,BIODEGRADABLE,0.9901,0,BIODEGRADABLE,0.3748,True
biodegradable1015_jpg.rf.74f721a0ce9759027139c22566d38dc9,0,BIODEGRADABLE,0.9994,0,BIODEGRADABLE,0.5351,True
biodegradable1015_jpg.rf.74f721a0ce9759027139c22566d38dc9,0,BIODEGRADABLE,0.9825,0,BIODEGRADABLE,0.3961,True
biodegradable1015_jpg.rf.74f721a0ce9759027139c22566d38dc9,0,BIODEGRADABLE,0.7922,0,BIODEGRADABLE,0.3048,True
biodegradable1015_jpg.rf.74f721a0ce9759027139c22566d38dc9,0,BIODEGRADABLE,0.9708,0,BIODEGRADABLE,0.2795,True
biodegradable1016_jpg.rf.793ff3156cbc063c139e2bb36479033c,0,BIODEGRADABLE,0.9907,0,BIODEGRADABLE,0.6981,True
biodegradable1016_jpg.rf.793ff3156cbc063c139e2bb36479033c,1,CARDBOARD,0.3947,3,METAL,0.2834,False
biodegradable101_jpg.rf.79f2736dc23054eb13ab77650428b4a5,0,BIODEGRADABLE,0.9965,0,BIODEGRADABLE,0.8066,True
biodegradable101_jpg.rf.79f2736dc23054eb13ab77650428b4a5,0,BIODEGRADABLE,0.9034,0,BIODEGRADABLE,0.8043,True
biodegradable1024_jpg.rf.69dc44775d6d6d161b7e0f17a2dcaf67,0,BIODEGRADABLE,0.9858,0,BIODEGRADABLE,0.7065,True
biodegradable1031_jpg.rf.bb6ca34f547600f0daa578c620332a40,0,BIODEGRADABLE,0.9932,0,BIODEGRADABLE,0.8768,True
biodegradable1031_jpg.rf.bb6ca34f547600f0daa578c620332a40,0,BIODEGRADABLE,0.9271,0,BIODEGRADABLE,0.8367,True
biodegradable1031_jpg.rf.bb6ca34f547600f0daa578c620332a40,0,BIODEGRADABLE,1.0,0,BIODEGRADABLE,0.8331,True
biodegradable1031_jpg.rf.bb6ca34f547600f0daa578c620332a40,0,BIODEGRADABLE,0.9963,0,BIODEGRADABLE,0.8101,True
biodegradable1031_jpg.rf.bb6ca34f547600f0daa578c620332a40,0,BIODEGRADABLE,0.9998,0,BIODEGRADABLE,0.793,True
biodegradable1031_jpg.rf.bb6ca34f547600f0daa578c620332a40,0,BIODEGRADABLE,0.996,0,BIODEGRADABLE,0.7798,True
biodegradable1031_jpg.rf.bb6ca34f547600f0daa578c620332a40,0,BIODEGRADABLE,0.9971,0,BIODEGRADABLE,0.7537,True
biodegradable1031_jpg.rf.bb6ca34f547600f0daa578c620332a40,0,BIODEGRADABLE,0.9892,0,BIODEGRADABLE,0.6556,True
biodegradable1031_jpg.rf.bb6ca34f547600f0daa578c620332a40,0,BIODEGRADABLE,0.9989,0,BIODEGRADABLE,0.6243,True
biodegradable1031_jpg.rf.bb6ca34f547600f0daa578c620332a40,0,BIODEGRADABLE,0.9791,0,BIODEGRADABLE,0.6176,True
biodegradable1031_jpg.rf.bb6ca34f547600f0daa578c620332a40,0,BIODEGRADABLE,0.9978,0,BIODEGRADABLE,0.4154,True
biodegradable1031_jpg.rf.bb6ca34f547600f0daa578c620332a40,0,BIODEGRADABLE,0.9989,0,BIODEGRADABLE,0.3578,True
biodegradable1031_jpg.rf.bb6ca34f547600f0daa578c620332a40,3,METAL,0.6475,0,BIODEGRADABLE,0.3037,False
biodegradable1031_jpg.rf.bb6ca34f547600f0daa578c620332a40,0,BIODEGRADABLE,0.9119,0,BIODEGRADABLE,0.283,True
biodegradable1031_jpg.rf.bb6ca34f547600f0daa578c620332a40,0,BIODEGRADABLE,0.9964,0,BIODEGRADABLE,0.2786,True
biodegradable1031_jpg.rf.bb6ca34f547600f0daa578c620332a40,0,BIODEGRADABLE,0.9553,0,BIODEGRADABLE,0.2783,True
biodegradable1031_jpg.rf.bb6ca34f547600f0daa578c620332a40,0,BIODEGRADABLE,0.9977,0,BIODEGRADABLE,0.2663,True
biodegradable1034_jpg.rf.d5b37a90727a7e27e2af21ba9a5c3b66,0,BIODEGRADABLE,0.9525,0,BIODEGRADABLE,0.7915,True
biodegradable1034_jpg.rf.d5b37a90727a7e27e2af21ba9a5c3b66,0,BIODEGRADABLE,0.9927,0,BIODEGRADABLE,0.4625,True
biodegradable1034_jpg.rf.d5b37a90727a7e27e2af21ba9a5c3b66,0,BIODEGRADABLE,0.9901,0,BIODEGRADABLE,0.2874,True
biodegradable1034_jpg.rf.d5b37a90727a7e27e2af21ba9a5c3b66,0,BIODEGRADABLE,0.9918,0,BIODEGRADABLE,0.2771,True
biodegradable1034_jpg.rf.d5b37a90727a7e27e2af21ba9a5c3b66,0,BIODEGRADABLE,0.9961,0,BIODEGRADABLE,0.2682,True
biodegradable1034_jpg.rf.d5b37a90727a7e27e2af21ba9a5c3b66,0,BIODEGRADABLE,0.9897,0,BIODEGRADABLE,0.2667,True
biodegradable1034_jpg.rf.d5b37a90727a7e27e2af21ba9a5c3b66,0,BIODEGRADABLE,0.9937,0,BIODEGRADABLE,0.2526,True
biodegradable1049_jpg.rf.624a77d25fb297c5361fc8cd307e32a6,0,BIODEGRADABLE,0.8982,0,BIODEGRADABLE,0.896,True
biodegradable1059_jpg.rf.81358363bd8e72a03860bb9b89bd1235,0,BIODEGRADABLE,0.9989,0,BIODEGRADABLE,0.8796,True
biodegradable1059_jpg.rf.81358363bd8e72a03860bb9b89bd1235,0,BIODEGRADABLE,0.9998,0,BIODEGRADABLE,0.8558,True
biodegradable1059_jpg.rf.81358363bd8e72a03860bb9b89bd1235,0,BIODEGRADABLE,0.9976,0,BIODEGRADABLE,0.8439,True
biodegradable1059_jpg.rf.81358363bd8e72a03860bb9b89bd1235,0,BIODEGRADABLE,0.9998,0,BIODEGRADABLE,0.8301,True
biodegradable1059_jpg.rf.81358363bd8e72a03860bb9b89bd1235,0,BIODEGRADABLE,0.9997,0,BIODEGRADABLE,0.8282,True
biodegradable1059_jpg.rf.81358363bd8e72a03860bb9b89bd1235,0,BIODEGRADABLE,0.9987,0,BIODEGRADABLE,0.8279,True
biodegradable1059_jpg.rf.81358363bd8e72a03860bb9b89bd1235,0,BIODEGRADABLE,0.9999,0,BIODEGRADABLE,0.8268,True
biodegradable1059_jpg.rf.81358363bd8e72a03860bb9b89bd1235,0,BIODEGRADABLE,0.9989,0,BIODEGRADABLE,0.8243,True
biodegradable1059_jpg.rf.81358363bd8e72a03860bb9b89bd1235,0,BIODEGRADABLE,0.9998,0,BIODEGRADABLE,0.8208,True
biodegradable1059_jpg.rf.81358363bd8e72a03860bb9b89bd1235,0,BIODEGRADABLE,0.9998,0,BIODEGRADABLE,0.8141,True
biodegradable1059_jpg.rf.81358363bd8e72a03860bb9b89bd1235,0,BIODEGRADABLE,0.9981,0,BIODEGRADABLE,0.8135,True
biodegradable1059_jpg.rf.81358363bd8e72a03860bb9b89bd1235,0,BIODEGRADABLE,0.9844,0,BIODEGRADABLE,0.8075,True
biodegradable1059_jpg.rf.81358363bd8e72a03860bb9b89bd1235,0,BIODEGRADABLE,0.9991,0,BIODEGRADABLE,0.8052,True
biodegradable1059_jpg.rf.81358363bd8e72a03860bb9b89bd1235,0,BIODEGRADABLE,0.998,0,BIODEGRADABLE,0.7985,True
biodegradable1059_jpg.rf.81358363bd8e72a03860bb9b89bd1235,0,BIODEGRADABLE,0.9975,0,BIODEGRADABLE,0.7974,True
biodegradable1059_jpg.rf.81358363bd8e72a03860bb9b89bd1235,0,BIODEGRADABLE,0.9997,0,BIODEGRADABLE,0.7924,True
biodegradable1059_jpg.rf.81358363bd8e72a03860bb9b89bd1235,0,BIODEGRADABLE,0.9897,0,BIODEGRADABLE,0.788,True
biodegradable1059_jpg.rf.81358363bd8e72a03860bb9b89bd1235,0,BIODEGRADABLE,0.9975,0,BIODEGRADABLE,0.7847,True
biodegradable1059_jpg.rf.81358363bd8e72a03860bb9b89bd1235,0,BIODEGRADABLE,0.9995,0,BIODEGRADABLE,0.782,True
biodegradable1059_jpg.rf.81358363bd8e72a03860bb9b89bd1235,0,BIODEGRADABLE,0.9997,0,BIODEGRADABLE,0.7761,True
biodegradable1059_jpg.rf.81358363bd8e72a03860bb9b89bd1235,0,BIODEGRADABLE,0.9998,0,BIODEGRADABLE,0.773,True
biodegradable1059_jpg.rf.81358363bd8e72a03860bb9b89bd1235,0,BIODEGRADABLE,0.9916,0,BIODEGRADABLE,0.7688,True
biodegradable1059_jpg.rf.81358363bd8e72a03860bb9b89bd1235,0,BIODEGRADABLE,1.0,0,BIODEGRADABLE,0.7627,True
biodegradable1059_jpg.rf.81358363bd8e72a03860bb9b89bd1235,0,BIODEGRADABLE,0.9946,0,BIODEGRADABLE,0.7592,True
biodegradable1059_jpg.rf.81358363bd8e72a03860bb9b89bd1235,0,BIODEGRADABLE,0.9998,0,BIODEGRADABLE,0.7569,True
biodegradable1059_jpg.rf.81358363bd8e72a03860bb9b89bd1235,0,BIODEGRADABLE,0.9997,0,BIODEGRADABLE,0.7453,True
biodegradable1059_jpg.rf.81358363bd8e72a03860bb9b89bd1235,0,BIODEGRADABLE,0.9987,0,BIODEGRADABLE,0.7437,True
biodegradable1059_jpg.rf.81358363bd8e72a03860bb9b89bd1235,0,BIODEGRADABLE,0.995,0,BIODEGRADABLE,0.7434,True
biodegradable1059_jpg.rf.81358363bd8e72a03860bb9b89bd1235,0,BIODEGRADABLE,0.9993,0,BIODEGRADABLE,0.739,True
biodegradable1059_jpg.rf.81358363bd8e72a03860bb9b89bd1235,0,BIODEGRADABLE,0.9995,0,BIODEGRADABLE,0.7388,True
biodegradable1059_jpg.rf.81358363bd8e72a03860bb9b89bd1235,0,BIODEGRADABLE,0.9997,0,BIODEGRADABLE,0.7306,True
biodegradable1059_jpg.rf.81358363bd8e72a03860bb9b89bd1235,0,BIODEGRADABLE,0.9816,0,BIODEGRADABLE,0.7282,True
biodegradable1059_jpg.rf.81358363bd8e72a03860bb9b89bd1235,0,BIODEGRADABLE,0.9967,0,BIODEGRADABLE,0.727,True
biodegradable1059_jpg.rf.81358363bd8e72a03860bb9b89bd1235,0,BIODEGRADABLE,0.9999,0,BIODEGRADABLE,0.7125,True
biodegradable1059_jpg.rf.81358363bd8e72a03860bb9b89bd1235,0,BIODEGRADABLE,0.9966,0,BIODEGRADABLE,0.7002,True
biodegradable1059_jpg.rf.81358363bd8e72a03860bb9b89bd1235,0,BIODEGRADABLE,0.9973,0,BIODEGRADABLE,0.6998,True
biodegradable1059_jpg.rf.81358363bd8e72a03860bb9b89bd1235,0,BIODEGRADABLE,0.9986,0,BIODEGRADABLE,0.689,True
biodegradable1059_jpg.rf.81358363bd8e72a03860bb9b89bd1235,0,BIODEGRADABLE,0.9938,0,BIODEGRADABLE,0.6889,True
biodegradable1059_jpg.rf.81358363bd8e72a03860bb9b89bd1235,0,BIODEGRADABLE,0.9979,0,BIODEGRADABLE,0.688,True
biodegradable1059_jpg.rf.81358363bd8e72a03860bb9b89bd1235,0,BIODEGRADABLE,0.9998,0,BIODEGRADABLE,0.6639,True
biodegradable1059_jpg.rf.81358363bd8e72a03860bb9b89bd1235,0,BIODEGRADABLE,0.9988,0,BIODEGRADABLE,0.6546,True
biodegradable1059_jpg.rf.81358363bd8e72a03860bb9b89bd1235,0,BIODEGRADABLE,0.9954,0,BIODEGRADABLE,0.6535,True
biodegradable1059_jpg.rf.81358363bd8e72a03860bb9b89bd1235,0,BIODEGRADABLE,0.9992,0,BIODEGRADABLE,0.6519,True
biodegradable1059_jpg.rf.81358363bd8e72a03860bb9b89bd1235,0,BIODEGRADABLE,0.9657,0,BIODEGRADABLE,0.6518,True
biodegradable1059_jpg.rf.81358363bd8e72a03860bb9b89bd1235,0,BIODEGRADABLE,0.996,0,BIODEGRADABLE,0.6486,True
biodegradable1059_jpg.rf.81358363bd8e72a03860bb9b89bd1235,0,BIODEGRADABLE,0.9986,0,BIODEGRADABLE,0.6438,True
biodegradable1059_jpg.rf.81358363bd8e72a03860bb9b89bd1235,0,BIODEGRADABLE,0.9984,0,BIODEGRADABLE,0.641,True
biodegradable1059_jpg.rf.81358363bd8e72a03860bb9b89bd1235,0,BIODEGRADABLE,0.9999,0,BIODEGRADABLE,0.6366,True
biodegradable1059_jpg.rf.81358363bd8e72a03860bb9b89bd1235,0,BIODEGRADABLE,0.9992,0,BIODEGRADABLE,0.6353,True
biodegradable1059_jpg.rf.81358363bd8e72a03860bb9b89bd1235,0,BIODEGRADABLE,0.9998,0,BIODEGRADABLE,0.6353,True
biodegradable1059_jpg.rf.81358363bd8e72a03860bb9b89bd1235,0,BIODEGRADABLE,0.999,0,BIODEGRADABLE,0.618,True
biodegradable1059_jpg.rf.81358363bd8e72a03860bb9b89bd1235,0,BIODEGRADABLE,0.9978,0,BIODEGRADABLE,0.6173,True
biodegradable1059_jpg.rf.81358363bd8e72a03860bb9b89bd1235,0,BIODEGRADABLE,0.9975,0,BIODEGRADABLE,0.6105,True
biodegradable1059_jpg.rf.81358363bd8e72a03860bb9b89bd1235,0,BIODEGRADABLE,0.9995,0,BIODEGRADABLE,0.6095,True
biodegradable1059_jpg.rf.81358363bd8e72a03860bb9b89bd1235,0,BIODEGRADABLE,0.9996,0,BIODEGRADABLE,0.605,True
biodegradable1059_jpg.rf.81358363bd8e72a03860bb9b89bd1235,0,BIODEGRADABLE,0.995,0,BIODEGRADABLE,0.5965,True
biodegradable1059_jpg.rf.81358363bd8e72a03860bb9b89bd1235,0,BIODEGRADABLE,0.9985,0,BIODEGRADABLE,0.5862,True
biodegradable1059_jpg.rf.81358363bd8e72a03860bb9b89bd1235,0,BIODEGRADABLE,0.9994,0,BIODEGRADABLE,0.5862,True
biodegradable1059_jpg.rf.81358363bd8e72a03860bb9b89bd1235,0,BIODEGRADABLE,0.998,0,BIODEGRADABLE,0.5848,True
biodegradable1059_jpg.rf.81358363bd8e72a03860bb9b89bd1235,0,BIODEGRADABLE,0.9963,0,BIODEGRADABLE,0.582,True
biodegradable1059_jpg.rf.81358363bd8e72a03860bb9b89bd1235,0,BIODEGRADABLE,0.9998,0,BIODEGRADABLE,0.5813,True
biodegradable1059_jpg.rf.81358363bd8e72a03860bb9b89bd1235,0,BIODEGRADABLE,0.9994,0,BIODEGRADABLE,0.5708,True
biodegradable1059_jpg.rf.81358363bd8e72a03860bb9b89bd1235,0,BIODEGRADABLE,0.9985,0,BIODEGRADABLE,0.5647,True
biodegradable1059_jpg.rf.81358363bd8e72a03860bb9b89bd1235,0,BIODEGRADABLE,0.9997,0,BIODEGRADABLE,0.5548,True
biodegradable1059_jpg.rf.81358363bd8e72a03860bb9b89bd1235,0,BIODEGRADABLE,0.9262,0,BIODEGRADABLE,0.5431,True
biodegradable1059_jpg.rf.81358363bd8e72a03860bb9b89bd1235,0,BIODEGRADABLE,0.9618,0,BIODEGRADABLE,0.5412,True
biodegradable1059_jpg.rf.81358363bd8e72a03860bb9b89bd1235,0,BIODEGRADABLE,0.9739,0,BIODEGRADABLE,0.5395,True
biodegradable1059_jpg.rf.81358363bd8e72a03860bb9b89bd1235,0,BIODEGRADABLE,0.9991,0,BIODEGRADABLE,0.5355,True
biodegradable1059_jpg.rf.81358363bd8e72a03860bb9b89bd1235,0,BIODEGRADABLE,0.9996,0,BIODEGRADABLE,0.5315,True
biodegradable1059_jpg.rf.81358363bd8e72a03860bb9b89bd1235,0,BIODEGRADABLE,0.997,0,BIODEGRADABLE,0.5217,True
biodegradable1059_jpg.rf.81358363bd8e72a03860bb9b89bd1235,0,BIODEGRADABLE,0.9933,0,BIODEGRADABLE,0.5164,True
biodegradable1059_jpg.rf.81358363bd8e72a03860bb9b89bd1235,0,BIODEGRADABLE,0.9984,0,BIODEGRADABLE,0.5055,True
biodegradable1059_jpg.rf.81358363bd8e72a03860bb9b89bd1235,0,BIODEGRADABLE,0.994,0,BIODEGRADABLE,0.4996,True
biodegradable1059_jpg.rf.81358363bd8e72a03860bb9b89bd1235,0,BIODEGRADABLE,0.9943,0,BIODEGRADABLE,0.4971,True
biodegradable1059_jpg.rf.81358363bd8e72a03860bb9b89bd1235,0,BIODEGRADABLE,0.9997,0,BIODEGRADABLE,0.4858,True
biodegradable1059_jpg.rf.81358363bd8e72a03860bb9b89bd1235,0,BIODEGRADABLE,0.9996,0,BIODEGRADABLE,0.4816,True
biodegradable1059_jpg.rf.81358363bd8e72a03860bb9b89bd1235,0,BIODEGRADABLE,0.9785,0,BIODEGRADABLE,0.4571,True
biodegradable1059_jpg.rf.81358363bd8e72a03860bb9b89bd1235,0,BIODEGRADABLE,0.9963,0,BIODEGRADABLE,0.4526,True
biodegradable1059_jpg.rf.81358363bd8e72a03860bb9b89bd1235,0,BIODEGRADABLE,0.9965,0,BIODEGRADABLE,0.4489,True
biodegradable1059_jpg.rf.81358363bd8e72a03860bb9b89bd1235,0,BIODEGRADABLE,0.9796,0,BIODEGRADABLE,0.4485,True
biodegradable1059_jpg.rf.81358363bd8e72a03860bb9b89bd1235,0,BIODEGRADABLE,0.9899,0,BIODEGRADABLE,0.4477,True
biodegradable1059_jpg.rf.81358363bd8e72a03860bb9b89bd1235,0,BIODEGRADABLE,0.9973,0,BIODEGRADABLE,0.4323,True
biodegradable1059_jpg.rf.81358363bd8e72a03860bb9b89bd1235,0,BIODEGRADABLE,0.9997,0,BIODEGRADABLE,0.4301,True
biodegradable1059_jpg.rf.81358363bd8e72a03860bb9b89bd1235,0,BIODEGRADABLE,0.9756,0,BIODEGRADABLE,0.4269,True
biodegradable1059_jpg.rf.81358363bd8e72a03860bb9b89bd1235,0,BIODEGRADABLE,0.9997,0,BIODEGRADABLE,0.4265,True
biodegradable1059_jpg.rf.81358363bd8e72a03860bb9b89bd1235,0,BIODEGRADABLE,0.9985,0,BIODEGRADABLE,0.4215,True
biodegradable1059_jpg.rf.81358363bd8e72a03860bb9b89bd1235,0,BIODEGRADABLE,0.9977,0,BIODEGRADABLE,0.4162,True
biodegradable1059_jpg.rf.81358363bd8e72a03860bb9b89bd1235,0,BIODEGRADABLE,0.9991,0,BIODEGRADABLE,0.4158,True
biodegradable1059_jpg.rf.81358363bd8e72a03860bb9b89bd1235,0,BIODEGRADABLE,0.9987,0,BIODEGRADABLE,0.4058,True
biodegradable1059_jpg.rf.81358363bd8e72a03860bb9b89bd1235,0,BIODEGRADABLE,0.9877,0,BIODEGRADABLE,0.4031,True
biodegradable1059_jpg.rf.81358363bd8e72a03860bb9b89bd1235,0,BIODEGRADABLE,0.9853,0,BIODEGRADABLE,0.3992,True
biodegradable1059_jpg.rf.81358363bd8e72a03860bb9b89bd1235,0,BIODEGRADABLE,0.9976,0,BIODEGRADABLE,0.3891,True
biodegradable1059_jpg.rf.81358363bd8e72a03860bb9b89bd1235,0,BIODEGRADABLE,0.9982,0,BIODEGRADABLE,0.3867,True
biodegradable1059_jpg.rf.81358363bd8e72a03860bb9b89bd1235,0,BIODEGRADABLE,0.998,0,BIODEGRADABLE,0.3867,True
biodegradable1059_jpg.rf.81358363bd8e72a03860bb9b89bd1235,0,BIODEGRADABLE,0.9951,0,BIODEGRADABLE,0.3858,True
biodegradable1059_jpg.rf.81358363bd8e72a03860bb9b89bd1235,0,BIODEGRADABLE,0.9995,0,BIODEGRADABLE,0.3774,True
biodegradable1059_jpg.rf.81358363bd8e72a03860bb9b89bd1235,0,BIODEGRADABLE,0.9993,0,BIODEGRADABLE,0.3741,True
biodegradable1059_jpg.rf.81358363bd8e72a03860bb9b89bd1235,0,BIODEGRADABLE,0.9974,0,BIODEGRADABLE,0.3672,True
biodegradable1059_jpg.rf.81358363bd8e72a03860bb9b89bd1235,0,BIODEGRADABLE,0.9983,0,BIODEGRADABLE,0.3575,True
biodegradable1059_jpg.rf.81358363bd8e72a03860bb9b89bd1235,0,BIODEGRADABLE,0.9935,0,BIODEGRADABLE,0.3561,True
biodegradable1059_jpg.rf.81358363bd8e72a03860bb9b89bd1235,0,BIODEGRADABLE,0.9982,0,BIODEGRADABLE,0.353,True
biodegradable1059_jpg.rf.81358363bd8e72a03860bb9b89bd1235,0,BIODEGRADABLE,0.9988,0,BIODEGRADABLE,0.3326,True
biodegradable1059_jpg.rf.81358363bd8e72a03860bb9b89bd1235,0,BIODEGRADABLE,0.9984,0,BIODEGRADABLE,0.3326,True
biodegradable1059_jpg.rf.81358363bd8e72a03860bb9b89bd1235,0,BIODEGRADABLE,0.9998,0,BIODEGRADABLE,0.327,True
biodegradable1059_jpg.rf.81358363bd8e72a03860bb9b89bd1235,0,BIODEGRADABLE,0.9962,0,BIODEGRADABLE,0.322,True
biodegradable1059_jpg.rf.81358363bd8e72a03860bb9b89bd1235,0,BIODEGRADABLE,0.9939,0,BIODEGRADABLE,0.3197,True
biodegradable1059_jpg.rf.81358363bd8e72a03860bb9b89bd1235,0,BIODEGRADABLE,0.9702,0,BIODEGRADABLE,0.3169,True
biodegradable1059_jpg.rf.81358363bd8e72a03860bb9b89bd1235,0,BIODEGRADABLE,0.9933,0,BIODEGRADABLE,0.3113,True
